,address,sale_price,property_tax_2016,lot_size,square_feet,main_sqft,zillow_bedrooms,plumbing,year_built,type,neighborhood,zillow_finished_sqft,elementaryschool,segments,is_condo,roof,exteriormaterial,parkingtype,heatingsystem,coolingsystem,architecture,homedescription,on_zillow,sale_month_key
9539,16078 SE FLAVEL DR,399900,4890.62,6306,2218,1404,3,2.5,2000,2 OR MORE STY,PLEASANT VALLEY,2455,pleasant valley,5,0,Composition,Cement / Concrete,Garage - Attached,Forced air,Central,Craftsman,"Stunning MASTER on the MAIN in desirable Hawthorne Ridge!   Welcoming covered front porch and open staircase entry. 3 bedrooms+office and large bonus rm! Vaulted master on main retreat has large soaking tub and walk-in closet. Cooks island kitchen opens to spacious great rm  w/ gas fireplace and tray ceiling.Some hardwood floors and brand new carpet throughout! Sprinkler system,A/C, 3 car garage+extra parking space.",1,29
9540,16205 SE BROOKLYN ST,283990,3525.93,8000,1872,936,6,2.0,1957,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,1872,,4,0,Composition,Wood,Garage - Attached,Forced air,Central,Ranch / Rambler,,1,20
9541,16207 SE TIBBETTS ST,224000,3698.36,8610,2128,1064,4,1.5,1960,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,2328,,5,0,Composition,Vinyl,Garage - Detached,Forced air,Central,Ranch / Rambler,"HUGE REDUCTION! Nice ranch style home on oversized corner lot! Great features include: partially finished full basement, granite counter tops and tile backsplash in kitchen, tile bathroom shower, soaring ceilings in living room/dining, mostly vinyl windows, sunporch, large tool shed, carport, big detached garage with workbench area, and SO much more!Buyer to perform due diligence & verify ALL info (schls,lines,sq ft,utilities, etc).",1,25
9542,16208 SE RHONE ST,260000,3315.66,8400,1316,1316,3,1.5,1966,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1325,lynch wood,6,0,Composition,Vinyl,,Stove,,Ranch / Rambler,"Wonderful updated ranch with oversized front porch, hardwoods and bay windows.  Open concept living with formal living room and separate family room.  Dining area overlooks green backyard with fabulous deck and gazebo! Double car garage and large driveway area w/room to park toys plus 24 x 12 shed/possible shop ... all in super convenient location! Open Sunday 7/17 1-3.",1,22
9543,16211 SE TAGGART ST,245000,3667.09,12300,1600,1100,3,1.0,1955,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,2200,lynch wood,5,0,Composition,Wood,Garage - Attached,Forced air,,,"Ranch style home with a full open basement, hardwood floors, updated kitchen and bathroom, efficiency furnace with air cleaner, A/C ready.  RV- parking, fenced .28 of acre yard with possible development opportunity! ""Verify with City of Portland"".",1,21
9544,16230 SE RHINE CT,213500,2973.5,9700,1163,1163,3,1.0,1965,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1163,lynch wood,3,0,Composition,Wood,Garage - Attached,Baseboard,,,"Great potential  in this 3 bedroom 1 bath home located in a fantastic cul-de-sac. Additional 200 sq. ft. room that would make a wonderful bonus room that may not be included in sq. ft. with county records. Cash offers only, no rehabs. Back yard would be perfect for outdoor entertainment. Clean up still in progress.",1,30
9545,16235 SE BROOKLYN ST,320000,2984.23,7500,2490,1245,4,2.0,1957,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,2535,,5,0,Composition,Wood,,Forced air,,,Spacious mid century ranch with fresh updates throughout. Nice sized lot with fenced back yard. Fourth bedroom is non-conforming/no egress. Nearby Powell Butte Nature Park and Jenne Butte Park.,1,20
9546,16313 SE HAIG ST,242500,2656.1,11300,912,912,3,1.0,1965,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,912,lynch wood,3,0,Composition,,,,None,,"Cute 3 bedroom Ranch, HUGE fenced backyard, Hardwood floors throughout, New Vinyl Windows, Oversized Garage.",1,27
9547,16316 SE FRANKLIN ST,265000,3109.56,8716,1271,1271,3,1.5,1965,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1271,lynch wood,3,0,Composition,Wood,Garage - Attached,Radiant,None,Ranch / Rambler,"Remodeled ranch on private cul-de-sac! New cabinets, flooring, paint, cabinets and much more! Large lot with huge private back yard. Finished additional living space in rear of oversized garage, not included. Won''t last long!",1,24
9548,16318 SE TAGGART ST,247500,3320.91,9920,1700,1100,3,1.0,1955,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,1700,lynch wood,7,0,Composition,Brick,,,,Ranch / Rambler,"Fantastic single level home with plenty of space for all your toys: RV parking, single attached garage, large basement with shop, covered patio and room for gardening. Lovely curb appeal and with a little updating inside, this home could really shine!",1,21
9549,16319 SE FRANKLIN ST,245000,2771.43,9100,912,912,2,1.0,1965,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,912,lynch wood,4,0,Composition,Wood,Garage - Attached,,,Ranch / Rambler,Southeast Portland Ranch! 2 bedrooms 1 bath. Kitchen includes stainless steel appliances. Dining area w/ french doors to covered patio. Living room w/ wood burning fireplace. Master bedroom w/ closet. 2 car garage w/ blt-ins & work bench. Large fully fenced back yard. Located on quiet cul-de-sac. Close to Powell Butte Nature Park w/ hiking & biking trails. Close to public transportation.,1,28
9550,16429 SE WOODWARD ST,295000,3231.82,10260,1364,1364,3,1.5,1950,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1364,lynch wood,4,0,Shake / Shingle,Vinyl,Garage - Attached,Forced air,None,Ranch / Rambler,"Nicely Updated Home w/Lots of Extras!  Great Living Room w/Coved Ceilings & Hardwood Floors, Spacious Family Room w/a Pellet stove, Hardwood Floors, Ceiling Fan and Slider out to a Huge Fully Fenced Yard w/a Garden Area & a BBQ Pit!  Single Car Attached Garage Plus a 2 Car Detached Garage/Shop with 220 Power.  Newer Roof, Vinyl Windows, Gutters, Fixtures, Furnace, Hot Water Heater & Electrical Panel.",1,31
9551,16432 SE MEADOWLAND CT,415000,5634.53,7648,2659,1531,2,3.0,1998,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,2659,,6,0,Composition,Wood,,Forced air,Central,,"Stunning Home!!!  This is a beautiful custom home with views of three Mts. Den possible 3rd bedroom. Remodeled kitchen, granite countertops, cabinets allpull out. Large vaulted, LR & Den.  Pool table in family room to stay if wanted. Appliances to stay.Must See!",1,20
9552,16513 SE TIBBETTS ST,242500,2944.71,7130,1430,1430,3,2.0,1957,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1430,,3,0,,,,,,,"Not a short sale. Great 3 bedroom 2 bath ranch, new interior paint and new carpet throughout. Fenced yard, 3 storage bldgs in back yard, covered patio, garage has been converted to bonus room (sq, ft included in living space) easy to convert back to garage. Fireplace in liv room, this will sell quickly.",1,28
9554,16591 SE FRANKLIN ST,220000,2939.26,8280,1080,1080,3,2.0,1958,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1080,,4,0,,,,,,,,1,25
9555,16601 SE NAEGELI DR,1000,2389.98,840,1288,840,2,2.0,1985,1 STY W/ATTIC,CENTENNIAL COMMUNITY ASSOCIATION,1300,,4,0,Other,,Off-street,Forced air,Other,Other,"Great location, corner lot, Master bedroom with master bathroom downstairs, one bedroom with second bathroom upstairs with an additional small room that could be used as an office or an extra bedroom. 
Fresh designer paint, Gas heat, AC, gas stove, microwave oven, dish washer, patio, gated yard with a good size shed. Two parking spots (one covered) 
Please call Eddie at 503-209-1495",1,24
9556,16615 SE NAEGELI DR,194200,2417.73,840,1288,840,2,2.0,1985,1 STY W/ATTIC,CENTENNIAL COMMUNITY ASSOCIATION,1265,,5,0,Composition,Wood,Carport,Forced air,Central,Other,A place to call home! No shared walls in this unique detached condo withy fenced backyard. Master bedroom on main with full bath. Upper level has 2nd bedroom and bonus room that could be used as a bedroom. Great light in this sweet home.,1,21
9557,16630 SE LILLIAN WAY,100000,5205.93,11259,2271,1359,4,2.5,1990,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,2271,,5,0,Shake / Shingle,Wood,Garage - Attached,Forced air,,,,1,29
9558,16639 SE NAEGELI DR,215000,2377.35,840,1288,840,2,2.0,1985,1 STY W/ATTIC,CENTENNIAL COMMUNITY ASSOCIATION,1288,,5,0,Composition,Wood,Carport,Forced air,,Other,,1,20
9559,16641 SE NAEGELI DR,209999,2377.35,840,1288,840,2,2.0,1985,1 STY W/ATTIC,CENTENNIAL COMMUNITY ASSOCIATION,1288,,5,0,Composition,Wood,Carport,Heat Pump,Central,Other,"Move in ready 2 bedroom, 2 bath detached home in a community of 21 homes. Cathedral ceiling in living room that opens to dining and kitchen. Master on the main,H (currently being used as office) Upstairs has a loft in addition to BR for extra living space or office. Fenced deck with storage shed. all appliances including W/D and 2  air conditioners. Park in guest parking spot or space marker #41 please. HOA covers WATER SEWER GARBAGE",1,20
9560,16645 SE FRANKLIN ST,357000,3623.9,7000,1774,974,4,1.5,1963,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,2400,lynch wood,5,0,Composition,Brick,Garage - Attached,Forced air,Central,Split-level,"This is a CASH only fixer.  New tub and corner shower with subway tile accents, new vinyl windows, new exterior doors. Oil tank has been decommissioned with all documentation. Sewer line has been repaired. Perfect for an investor or someone looking to finish it themselves.  NO AGENT COMMISSIONS PAID BY SELLER..",1,31
9561,16685 SE NAEGELI DR,305000,3783.45,7764,1288,1288,3,2.0,1984,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1288,lynch wood,3,0,Composition,Wood,Garage - Attached,Forced air,Central,,"16685 SE Naegeli Dr, Portland OR 97236
3bed, 2bath, 
Renovated 1-level home with brand new: designer paint in and out, Quartz countertops, cabinets, Gas stainless steel appliance, hood vent, laminate flooring, windows, just to name a few. The home features 3 bedrooms, 2 baths, vaulted formal living room, AND a family room with a cozy, wood fireplace! Also a large, fenced backyard (with a shed for extra storage) for upcoming Spring and Summer entertaining., A/C
Rent $1750/month
Tenant pay all utility 
$50 app fee per adult for background check 
Fully refundable security deposit $2000
Available: Now 
No pet, no smoking 
Please contact use for showing
503-866-7675 Joe
pdxmetroproperty@gmail.com
Schools:
Elem:	Lynch Wood
Middle:	Centennial

High:	Centennia",1,28
9562,16696 SE BUSH ST,190000,2813.85,7345,912,912,3,1.0,1962,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,912,,4,0,Shake / Shingle,Wood,Garage - Attached,Forced air,Central,Ranch / Rambler,,1,31
9563,16702 SE HAIG ST,265000,3897.47,8640,1805,1305,3,2.5,1963,1 STY W/BSMT,CENTENNIAL COMMUNITY ASSOCIATION,1805,lynch wood,7,0,Composition,Other,,Forced air,,,"Ranch style home in quiet neighborhood within walking distance of Lynchwood Park and schools.  This home has great bones!   The kitchen was updated in 2012.  There's a living room with FRPL, some hardwoods, master suite, family room with fireplace, double garage, large lot, RV parking!    Great opportunity for an ADU!",1,25
9564,16706 SE RHINE ST,237000,2697.89,7100,912,912,3,1.0,1962,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,912,,4,0,,,,,,,,1,20
9565,16707 SE HAIG ST,308900,4000.86,7326,1736,1736,3,2.0,1966,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1743,,4,0,Composition,Wood,Garage - Attached,Forced air,Central,Ranch / Rambler,"Move-in ready, well maintained light & bright. Spacious, formal living room, family room w/ gas fireplace & 20x16 bonus family room w/gorgeous wood beam ceiling all in the convenience of one level living, open floorplan. Home features central heat & A/C, hardwood floors,(even under carpets) BONUS newer hot tub included! Beautifully landscaped yard, roomy 2 car garage, quiet location with easy walk to park & school.",1,22
9566,16709 SE WOODWARD ST,215000,2477.13,8625,929,929,3,1.0,1957,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,929,,2,0,,,,,,,,1,20
9568,16725 SE NAEGELI DR,260000,3819.77,7087,1416,864,4,2.0,1984,1 STY W/ATTIC,CENTENNIAL COMMUNITY ASSOCIATION,1620,,4,0,Composition,,,Forced air,Central,,"Beautiful home in great neighborhood near Powell Butte Nature Park. Open layout and spacious rooms. Formal dining room w/bay windows and hardwood floors. Dining room connects by sliding glass doors to outdoor patio and fully fenced backyard with trees & perennials. Large room upstairs with skylights could be either 4th bedroom with walk-in closet or great bonus room for hobbies. 2 car garage, central air. Appliances included.",1,21
9583,16803 SE POWELL VIEW CT,282000,3896.99,6501,1360,1360,3,2.0,1995,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1360,,3,0,Composition,Wood,Garage - Attached,Forced air,,Ranch / Rambler,"Downpayment Assistance Available, cash to close less than $3,000. (no guarantee of qualification, but flexible approval guidelines). Call Jesse for more information on the program: 503-683-2508. Great remodeled home on corner lot, ready for move in! Very close to Powell Butte Park. New roof, new flooring, gorgeous kitchen with brand new granite. High ceilings makes it feel bigger than it is. Separate family room with gas fireplace. Backyard deck perfect for those summer BBQs.",1,28
9585,16811 SE FRANCIS ST,250000,3692.93,7100,1488,1488,3,1.5,1963,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1488,,6,0,Composition,Wood,Garage - Attached,Forced air,,Ranch / Rambler,"Nice Neighborhood, Convenient to Public Transportation.",1,28
9586,16816 SE EQUESTRIAN WAY,305000,4224.58,7000,1678,1678,3,2.0,1996,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1678,,5,0,Composition,Wood,Garage - Attached,Forced air,,,"Entertain easily with a bright and open style ranch. Built-in speakers in the living room and master bedroom. Newer hardwood floors and carpets throughout. Beautiful kitchen with lots of countertops. Newer appliances, all included (fridge/washer/dryer). Master suite with jacuzzi tub, 2 sinks, and a shower. Plenty of room to park. Mt. Hood view. A short walk away from hiking Powell Butte. Welcome Home!",1,23
9587,16823 SE TAGGART ST,220000,1923.22,6875,816,816,2,1.0,1954,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,816,lynch wood,4,0,Composition,Wood,Garage - Detached,,,Ranch / Rambler,"Great SE Portland home with many new features. New interior and exterior paint, new electrical and hot water heater, updated bathroom and kitchen counters. Newer roof, windows and appliances. Separate laundry room. Occupied by tenant, please do not disturb. No lock box on site to protect tenant's privacy. Call LA for appointment Tenant has been given notice but would like to stay in the home if possible. Listing Agent is the home owner.",1,21
9599,16907 SE NAEGELI DR,212000,3194.5,5140,1013,1013,3,2.0,1996,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,1013,,3,0,,,,Forced air,,,"Fixer Upper with Much Potential! Really nice 3 bed, 2 bath ranch style home that features, vaulted ceilings in living room and kitchen, skylight in bathroom, gas fireplace and dinning room W/eating bar. Fenced Backyard..",1,22
9600,16910 SE JOHNSTON DR,500000,7319.09,10002,3179,1924,5,3.5,2005,2 OR MORE STY,PLEASANT VALLEY,3179,pleasant valley,5,0,Composition,Cement / Concrete,Garage - Attached,Forced air,Central,Other,"Quiet country setting! Stunning custom built 5 bed/3.1 bath home. Highly desirable floor plan! Large vaulted master on the main  with fireplace, private terrace and one amazing ensuite. This home exudes livability with a second ensuite up. Gourmet kitchen w/butlers pantry,wood floor,open living concept, soring vaults, kitchen nook, formal dining, den, pantry, bonus up, AC, decks, raised planters, water feature, sprinklers IT''S ALL HERE!",1,28
9601,16921 SE FRANCIS ST,250000,2689.07,7575,912,912,3,1.0,1963,1 STY,CENTENNIAL COMMUNITY ASSOCIATION,912,,3,0,Composition,Vinyl,Garage - Attached,Forced air,Wall,Ranch / Rambler,"Huge, private, newly fenced lot with 2015 hot tub and room for RV parking make this a great downsizing home, or first timers who want a lot of luxury with little work! New floors, new electrical panel, fresh paint, newer appliances (including W/D) - just move in!",1,20
